source,target,score
Film is to camera as [MASK] is to eye. [SEP] retina,iris lens pupil eye eyes aperture mouth skin re ear,0.020419225096702576 0.005599268712103367 0.004972822032868862 0.0023798628244549036 0.002306016394868493 0.002293541096150875 0.0015657083131372929
Sensory adaptation is normally most rapid for the sense of [MASK] [SEP] olfaction,vision taste kinesthesis kin hearing smell tasting touch temperature perception,0.12183132767677307 0.02811959758400917 0.010285289958119392 0.004679712932556868 0.003307569772005081 0.0031205746345221996 0.00311405211687088
The frequency of a sound determines its [MASK] [SEP] pitch,hue intensity amplitude frequency temperature tone color volume length auditory,0.007100885268300772 0.006298654247075319 0.004188092425465584 0.003322768025100231 0.002748360624536872 0.0019555138424038887 0.0017909789457917213
[MASK] is best known for his research on conformity. [SEP] Asch,Rubin Schachter Zimbardo sc z rubin as at sp x,0.3129608631134033 0.2568742036819458 0.2084023356437683 0.0159041378647089 0.008678678423166275 0.0065572261810302734 0.0065134428441524506
The degree of attraction among group members relates to the dimension of [MASK] [SEP] cohesiveness,compatibility structure conformity conform similarity weight closure integrity het balance,0.38814476132392883 0.015152321197092533 0.008184676989912987 0.006410615518689156 0.005606402177363634 0.004203845281153917 0.0036619380116462708
Prejudice based on displaced aggression represents a form of [MASK] [SEP] scapegoating,projection discrimination authoritarianism authoritarian di per prejudice imperialism coe re,0.08041234314441681 0.009666096419095993 0.00910634733736515 0.006067248526960611 0.004448159597814083 0.004205892328172922 0.003919519018381834
"[MASK] attachment style is marked by conflicting feelings of affection, anger, and emotional turmoil. [SEP] Ambivalent",Mutual Secure Avoidant secure mutual avoid di attachment his com,0.36948874592781067 0.2654825747013092 0.17941653728485107 0.004791435785591602 0.003781030187383294 0.003572273999452591 0.003196039469912648
The study of unspoken rules for the use of interpersonal space is called [MASK] [SEP] proxemics,kinesics psychoecology territoriality territorial kin psycho co en pre den,0.4556788206100464 0.22773699462413788 0.1258796602487564 0.014284644275903702 0.006503276061266661 0.004704149439930916 0.00445785466581583
"The organization of roles, patterns of communication, and power in a group defines the group's [MASK] [SEP] structure",status cohesiveness norms co structure coe ego self group genera,0.3629910349845886 0.009357180446386337 0.006544936448335648 0.0052402145229279995 0.004463043995201588 0.0038016943726688623 0.0037225333508104086
"When a person with little or no authority makes a direct request to another person, the situation involves [MASK] [SEP] compliance",obedience coercion conformity coe conform inter inc compliance ego non,0.5149379968643188 0.1604306995868683 0.004580841865390539 0.004108625929802656 0.0038634142838418484 0.0030734804458916187 0.003023634199053049
"Vanessa is female, a daughter, and a young adult. The roles that shape her behavior are called [MASK] roles. [SEP] ascribed",achieved ascertained actualized as actual di in acted secondary individual,0.3816678822040558 0.2425926923751831 0.004608987830579281 0.0034767778124660254 0.0032703899778425694 0.0026714324485510588 0.002437747549265623
Sharing your own private thoughts and feelings is called [MASK] [SEP] self-disclosure,self-talk autonomy introspection intro self subconscious conscious inc pre ego,0.2985442280769348 0.2121601700782776 0.008433054201304913 0.0066377585753798485 0.005487861577421427 0.0035088316071778536 0.0030711113940924406
"People who think their ethnic, national, or religious group is superior to others are called [MASK] [SEP] ethnocentric",authoritarian dogmatic rigid dog cat anti fiscal mor secular trip,0.3955451548099518 0.007683159317821264 0.004330620635300875 0.0025800629518926144 0.0025480922777205706 0.002383243525400758 0.0022687488235533237
[MASK] is the process of making inferences about behavior. [SEP] Attribution,Proxemics Cohesiveness Statusing co status pro pre coe com behavior,0.3138713836669922 0.20133624970912933 0.17584018409252167 0.018647098913788795 0.01799224130809307 0.013001383282244205 0.006945587228983641
Expected behavior patterns associated with particular social positions are called [MASK] [SEP] roles,culture stereotypes mannerisms manner norms behaviors behavior values forms cultures,0.4903772473335266 0.011283640749752522 0.006508404854685068 0.0045753601007163525 0.004279920365661383 0.003606215352192521 0.0032364465296268463
Milgram's shock study showed people to be surprisingly [MASK] [SEP] obedient,rebellious intelligent sexist sex na flexible sc independent ins ph,0.16428422927856445 0.007865550927817822 0.0038455072790384293 0.0036249421536922455 0.0034241601824760437 0.002769328886643052 0.0026339676696807146
The chief characteristic of hypnosis is [MASK] [SEP] increased suggestibility,heightened arousal enhanced increased weakened lowered developed achieved higher added,0.37239426374435425 0.016221627593040466 0.004720982629805803 0.004397145006805658 0.003845472587272525 0.0029744228813797235 0.002471322426572442
The most frequently used psychoactive drug in the United States is [MASK] [SEP] caffeine,marijuana cocaine alcohol heroin nico sugar ethanol mor water drug,0.01943160593509674 0.009069339372217655 0.004042003769427538 0.0037134995218366385 0.003043999196961522 0.002764047821983695 0.0025537896435707808
"Drug abuse associated with [MASK] of the following drugs is correlated with breast cysts, birth defects, miscarriage, and contributes to bladder cancer, heart problems, and high blood pressure [SEP] caffeine",cocaine nicotine heroin nico alcohol marijuana drug drugs and amy,0.20625101029872894 0.057861048728227615 0.03271770849823952 0.00620290357619524 0.004520554095506668 0.004131687339395285 0.0028558154590427876
The reduction in the body's response to a drug which may accompany drug use is called [MASK] [SEP] tolerance,withdrawal addiction dependence alcohol resistance craving starvation awareness habit exhaustion,0.004960217047482729 0.003571978071704507 0.0033015867229551077 0.002872736193239689 0.0022918307222425938 0.0022251764312386513 0.002190341940149665
"Freud believed that, in order to protect sleep and prevent the arousal of conscience, the content of our dreams is [MASK] [SEP] disguised",suppressed enriched synthesized enhanced unchanged heightened repression illusions added universal,0.005753937643021345 0.005361334420740604 0.003616080619394779 0.003596346825361252 0.00327598350122571 0.0029967669397592545 0.002892283722758293
Smoked forms of cocaine are commonly called [MASK] [SEP] crack,meth ice uppers upper met iron cocaine beer alcohol sugar,0.2101603001356125 0.17697659134864807 0.00925733707845211 0.0037524604704231024 0.0024911982472985983 0.0024772982578724623 0.0022272965870797634
Nicotine is classified as a [MASK] [SEP] stimulant,narcotic depressant relaxant de na relax his sc en ne,0.42021071910858154 0.3765623867511749 0.03935059905052185 0.00955165084451437 0.00726671377196908 0.0061351824551820755 0.005416437983512878
"Drugs with names like Xanax, Halcion, and Valium are [MASK] [SEP] tranquilizers",barbiturates stimulants hallucinogens bar hall st en na de alcohol,0.35737454891204834 0.24785415828227997 0.2316635251045227 0.014017783105373383 0.0076925321482121944 0.005245808511972427 0.00401473930105567
Immediately before sleep the EEG shifts to patterns of larger and slower waves called [MASK] waves. [SEP] alpha,beta delta spindle spin alpha the negative nu pull frequency,0.1400628387928009 0.007077446673065424 0.005688374396413565 0.005025351885706186 0.0029903887771070004 0.0020184374880045652 0.0014287804951891303
Perhaps the best known hallucinogen is [MASK] [SEP] LSD,cocaine alcohol nicotine nico marijuana heroin adrenaline glucose testosterone mor,0.13809646666049957 0.04555567726492882 0.019930357113480568 0.004890107549726963 0.003928343299776316 0.002747092628851533 0.0025502683129161596
[MASK] typically has spindles [SEP] second,first third fourth fifth second one ninth eighth three half,0.00883406214416027 0.007051754742860794 0.004119205288589001 0.0023182311560958624 0.0013601618120446801 0.0009595431038178504 0.0007032412686385214
Short-term drug use based largely on curiosity is called [MASK] [SEP] experimental,compulsive situational regressive reg com situation psycho en control medical,0.3649066686630249 0.250061571598053 0.14063642919063568 0.01531214639544487 0.005929075181484222 0.005532825831323862 0.004900360945612192
[MASK] of the following is classified as a stimulant [SEP] cocaine,alcohol marijuana morphine mor heroin bar nico cocaine sugar est,0.2593780755996704 0.009565738961100578 0.006588681135326624 0.0038525306154042482 0.002871984615921974 0.00251444848254323 0.002455593552440405
